schulnummer,schulname,description_generated,error,is_private_school,tuition_monthly_eur,tuition_annual_eur,registration_fee_eur,material_fee_annual_eur,meal_plan_monthly_eur,after_school_care_monthly_eur,scholarship_available,income_based_tuition,tuition_notes,tuition_source_url,sources,generated_at
10Y02,Otto-Nagel-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition or fees mentioned in sources. Possible voluntary contributions for activities like trips not detailed.,https://ong.berlin,https://ong.berlin,2026-01-19T23:21:09.468148
07Y04,Paul-Natorp-Gymnasium,True,,False,,,,,,,False,False,Public school; voluntary contribution requested for Lernmittelfonds (learning materials fund). No other fees detailed.,https://www.natorp-gymnasium.de/aktuelles/komplettansicht,https://www.natorp-gymnasium.de/aktuelles/komplettansicht,2026-01-19T23:21:26.352730
06Y07,Paulsen-Gymnasium,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Potential costs for materials or trips not detailed in sources.,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,2026-01-19T23:21:45.948746
03Y14,Primo-Levi-Gymnasium,True,,False,,,,,,,,,"Primo-Levi-Gymnasium is a public (öffentlich) school in Berlin. Public schools in Berlin do not charge tuition. Parents may incur costs for school materials, field trips, and optional all-day care programs, but specific fee amounts are not published in available sources.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29312,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29312,2026-01-19T23:22:03.914129
04P47,Privates Europa-Gymnasium Berlin,True,,True,,,,,,,,,No tuition or fee details publicly available on school website or search results.,https://www.europa-gymnasium.eu,https://www.europa-gymnasium.eu,2026-01-19T23:22:25.886760
07Y03,Rheingau-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition or fees mentioned in sources.,https://www.rheingau-gymnasium.de,https://www.rheingau-gymnasium.de,2026-01-19T23:22:38.244068
07Y01,Robert-Blum-Gymnasium,True,,False,,,,,,,,,"Public school in Berlin; tuition information not available from search results. Contact school directly for information about material fees, meal plans, and other costs.",,https://www.robert-blum-schule.de,2026-01-19T23:22:48.895010
03Y16,Robert-Havemann-Gymnasium,True,,False,,,,,,,False,False,"Public school; no tuition fees. Potential minor costs for materials or excursions per Berlin public school standards, but no specific details found.",https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/wohin_nach_der_grundschule_einfache_sprache.pdf?ts=1732094160,https://www.robert-havemann-gymnasium.de; https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/wohin_nach_der_grundschule_einfache_sprache.pdf?ts=1732094160,2026-01-19T23:22:59.064359
02Y07,Robert-Koch-Gymnasium,True,,False,,,,,,,False,False,"Public school; no tuition fees. No details on material, trip, or other costs found in sources.",https://www.robert-koch-gymnasium.berlin,https://www.robert-koch-gymnasium.berlin,2026-01-19T23:23:10.910293
12Y07,Romain-Rolland-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition or fees mentioned. Possible costs for materials or trips not detailed publicly.,https://www.romain-rolland-gymnasium.eu (no fee information found),https://www.romain-rolland-gymnasium.eu,2026-01-19T23:23:29.959749
01Y13,Rosalind-Franklin-Gymnasium,True,,False,,,,,,,False,False,"Public school (öffentlich); no tuition fees. No mentions of material, meal, or after-school costs.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29845,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29845,2026-01-19T23:23:49.767143
03Y10,Rosa-Luxemburg-Gymnasium,True,,False,,,,,,,,,"Rosa-Luxemburg-Gymnasium is a public school in Berlin and does not charge tuition. As a state-funded institution, education is provided at no cost to families. Typical costs may include voluntary contributions for field trips, materials, and cafeteria meals, but specific amounts are not published on the school website.",https://www.rosa-luxemburg-gymnasium.de,https://www.rosa-luxemburg-gymnasium.de,2026-01-19T23:24:07.276583
07Y02,Rückert-Gymnasium,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Open all-day care (OGB) available but no costs specified.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28532,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28532,2026-01-19T23:24:33.272754
10Y08,Sartre-Gymnasium,True,,False,,,,,,,,,"Public gymnasium with no tuition charges. Parents may incur costs for materials, field trips, and optional services such as cafeteria purchases.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29373,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29373,2026-01-19T23:24:52.292651
06Y01,Schadow-Gymnasium,True,,False,,,,,,,,,"Public school with no tuition fees. Families may incur costs for materials, field trips, and cafeteria meals, but specific amounts are not publicly documented.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28473,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28473,2026-01-19T23:25:14.223015
04Y01,Schiller-Gymnasium,True,,False,,,,,,,False,False,"Public school (Öffentlich); no tuition fees. Potential incidental costs (e.g., materials, trips) not specified in sources.",https://sgym.de/ueber-uns/schiller-gymnasium/,https://sgym.de/ueber-uns/schiller-gymnasium/,2026-01-19T23:25:30.789734
12Y06,Schulfarm Insel Scharfenberg,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees. Potential incidental costs for materials or trips not detailed in sources.,https://insel-scharfenberg.de,https://www.insel-scharfenberg.de; https://insel-scharfenberg.de,2026-01-19T23:25:46.382723
04Y03,Sophie-Charlotte-Gymnasium,True,,False,,,,,,,False,False,"Public school; no tuition. Possible minor costs for trips (e.g., language travel reimbursements mentioned).",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29287,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+29287,2026-01-19T23:25:58.601616
10Y01,Tagore-Gymnasium,True,,False,,,,,,,,,"Public school with no tuition fees. Parents may incur costs for materials, school trips, and cafeteria meals.",https://www.berlin.de/sen/bildung/ (Berlin Education Authority),https://www.berlin.de/sen/bildung/; https://www.tagore-gymnasium.de,2026-01-19T23:26:17.650789
12Y08,Thomas-Mann-Gymnasium,True,,False,,,,,,,,,Public school; no tuition fees. Potential costs for materials or trips not specified in sources.,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,https://www.berlin.de/sen/bildung/schule/bildungswege/uebergang-weiterfuehrende-schule/verzeichnis-weiterfuehrende-schulen.pdf,2026-01-19T23:26:33.061696
07Y08,Ulrich-von-Hutten-Gymnasium,True,,False,,,,,,,,,"Public school with no tuition fees. Parents may incur costs for materials, field trips, and extracurricular activities.",https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28709,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28709,2026-01-19T23:26:43.274949
04Y02,Wald-Gymnasium,True,,False,,,,,,,False,False,Public school (Öffentlich); no tuition fees mentioned. Possible incidental costs for materials or trips not detailed in sources.,https://www.waldgymnasium.de,https://www.waldgymnasium.de,2026-01-19T23:27:04.283943
04Y09,Walther-Rathenau-Gymnasium,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition or fees mentioned. Possible voluntary contributions for materials/trips not detailed.,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28676,https://www.bildung.berlin.de/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28676,2026-01-19T23:27:19.148109
06Y05,Werner-von-Siemens-Gymnasium,True,,False,,,,,,,False,False,Public school (öffentlich); no tuition fees mentioned. Potential costs for materials or trips not specified in sources.,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28493,https://www.bildung.berlin.de/Schulverzeichnis/Schulportrait.aspx?IDSchulzweig=+28493,2026-01-19T23:27:35.484453
10Y03,Wilhelm-von-Siemens-Gymnasium,True,,False,,,,,,,False,False,Public school; no tuition or fees mentioned in sources,"https://wvsiemens-berlin.de (general site, no fee info)",https://wvsiemens-berlin.de,2026-01-19T23:27:47.203506
06Y12,Willi-Graf-Gymnasium,True,,False,,,,,,,False,False,Public school (Land Berlin); no tuition or fees mentioned. Possible minor costs for materials or trips not detailed.,https://willi-graf-gymnasium.de (official site confirms public ownership via Impressum),https://willi-graf-gymnasium.de,2026-01-19T23:28:02.595347
